uidA,uidB,ConfidenceA,ConfidenceB,PPI_type
Q6PK04,Q9ULC4,75.01,97.23,0
P35080,Q96HS1,95.56,85.85,0
Q8N8Q3,Q6GVN4,90.83,67.63,0
Q96S21,O43147,74.54,71.11,0
Q9P2P6,Q96FF9,,,0
Q92597,Q8N9T8,78.6,70.85,0
O60512,P57727,88.72,86.91,0
Q9Y296,Q16612,90.89,65.87,0
Q8N5W9,Q96CQ1,53.65,87.1,0
Q92597,P61289,78.6,87.28,0
P56470,Q96GM8,90.86,79.16,0
O43252,P51965,93.56,86.98,0
O76061,Q9UNK0,73.3,77.53,0
P09466,Q13113,87.19,65.21,0
Q13387,P47914,51.72,82.66,0
Q8N5V2,Q8TBC4,72.01,93.2,0
Q9NR50,Q9UJX4,74.31,82.34,0
Q07065,Q96BY9,75.38,68.47,0
P07814,Q8NBJ7,83.43,91.34,0
P47224,P19388,89.04,92.54,0
Q15527,P51948,71.24,85.32,0
P08670,P35914,78.28,92.21,0
Q7Z478,Q8NI35,74.63,60.62,0
P01023,Q13352,82.14,69.76,0
Q6IAM1,Q09472,73.89,54.7,0
Q9NUT2,Q02363,78.06,70.11,0
Q96BY9,Q15910,68.47,76.6,0
P11142,Q12962,89.18,69.42,0
Q9BYD3,O14543,84.14,71.37,0
P46379,P49441,58.55,87.65,0
O14798,Q9BY11,72.46,85.39,0
Q96CS7,P17936,69.77,67.73,0
P18669,P09960,94.12,96.58,0
P35268,P12236,84.92,91.79,0
P15822,Q9NPH2,,,0
Q8NBM4,P17152,72.39,78.23,0
Q96E40,P04350,80.91,92.24,0
P24394,P52757,55,84.96,0
O95873,Q11203,58.5,91.43,0
Q92734,Q9HBT7,60.73,68.36,0
Q9Y237,Q9ULJ1,79.93,81.35,0
P22736,Q12988,66.85,72.12,0
Q15047,Q15645,66.67,86.98,0
Q8WV44,P40926,72.09,93.56,0
Q8WVR3,O60701,71.31,93.74,0
O00499,Q5MIZ7,68.75,76.58,0
Q7Z3C6,Q8NFZ0,75.7,77.47,0
P60033,P18206,87.27,87.12,0
Q9H6R7,Q69YN2,68.42,84.09,0
Q96EY7,O43680,79.87,67.33,0
P61254,P17152,92.33,78.23,0
P51693,P19367,69.72,94.59,0
Q9UBQ0,Q149N8,96.55,71.34,0
Q9NXB0,Q8IW50,74.89,64.04,0
Q14558,Q9UNI6,89.19,85.77,0
Q9Y2X7,P53779,74.98,80.36,0
Q9HC35,P78537,77.57,89.52,0
P49736,Q92535,76.52,88.82,0
Q8ND90,P05231,80.44,86.04,0
Q6IA17,Q12906,76.02,68.09,0
P00918,P63272,97.4,96.61,0
O14733,Q86YL7,77.45,58.16,0
Q9Y2A0,P11274,,,0
O43570,O15496,88.39,87.83,0
O00422,P61006,87.52,85.92,0
Q7L5D6,O60925,88.32,93.21,0
Q14155,P19404,66.85,87.47,0
P25788,Q96L34,94.69,67.69,0
Q969W0,Q8TBE7,93.82,76.92,0
Q6IBE6,P35637,88.34,53.98,0
O75947,Q8WUB8,86.31,71.34,0
Q8NC60,P36575,74.33,87.12,0
Q07352,O15381,60.61,72.17,0
P56470,Q8NG27,90.86,49.93,0
Q96PU5,Q9ULC4,70.31,97.23,0
Q00610,Q86Y56,78.04,92.97,0
O15230,Q15269,,,0
Q9BQ04,O60543,64.48,76.04,0
P50542,O60333,71.33,66.04,0
P63167,P08243,95.66,94.59,0
O95639,Q9Y2Z9,75.83,84.22,0
O00291,P53041,81.33,92.95,0
Q96HD1,O43837,81.59,88.39,0
Q9UI12,Q8NG27,88.04,49.93,0
P11169,Q8TC92,90.51,75.47,0
Q8NFP9,Q9Y230,,,0
P46379,Q96DW6,58.55,83.47,0
P07814,Q9Y2Z9,83.43,84.22,0
Q9P0P8,Q9NY59,66.81,76.64,0
Q13084,P36575,92.75,87.12,0
P48443,Q9H0H5,75.53,69.86,0
P24522,Q16594,80.52,67.98,0
Q13636,Q9Y5V3,90.28,51.72,0
Q96DB2,Q99732,92.98,71.57,0
Q13838,P55212,85.6,85.26,0
O60896,Q15041,88.16,84.85,0
Q66LE6,P20366,91.81,67.08,0
Q4V328,Q13469,78.95,57.59,0
P10916,Q8NCC3,83.36,93.86,0
Q86TW2,O95563,83.8,89.61,0
Q502X0,Q8TBC4,92.85,93.2,0
Q01629,Q9H8M9,61.77,64.38,0
O60318,P23528,64.75,87.54,0
P00918,Q4ZIN3,97.4,65.49,0
Q13330,P83916,73.49,76.2,0
Q9NZD4,Q02363,91.22,70.11,0
O14678,Q9C099,87.54,74.4,0
Q13011,Q9NR50,88.77,74.31,0
Q86XM6,Q7Z2D9,50.75,74.16,0
P54105,Q53FE4,75.05,56.6,0
Q9HCE9,Q8N8D1,63.99,77.94,0
O95873,P50616,58.5,67.09,0
Q01101,Q13813,59.15,76.34,0
Q8WXK3,O14526,92.07,71.84,0
Q08345,P53621,77.77,85.08,0
Q15819,O75525,94.97,69.78,0
P62380,Q9NPA5,95.31,,0
Q9UI14,Q9UJX4,81.99,82.34,0
Q96IZ0,Q08170,65.88,56.4,0
Q6ZN04,Q8WXF1,63.06,74.21,0
Q96A73,Q8N159,59.43,79.81,0
Q8NCB2,Q9NXK8,73.07,89.21,0
Q96GM8,Q13084,79.16,92.75,0
Q8IWV7,Q16864,85.06,87.49,0
Q6IA17,O60543,76.02,76.04,0
Q9NVX0,P11802,81.5,88.26,0
P09466,Q8NDZ2,87.19,60.02,0
Q9GZQ8,P17480,91.59,78.46,0
P61247,P63261,84.38,95.34,0
Q969R8,Q9NTX7,87.06,68.28,0
P68104,Q14789,88.73,,0
P63208,P05408,90.26,61.41,0
Q9Y3M9,Q03393,74.66,96.14,0
Q9H910,Q5T9K6,61.1,,0
O15169,P56470,62.3,90.86,0
Q9GZU3,Q9Y6I3,74.29,65.01,0
P35475,Q15424,95.13,54.36,0
Q86XM6,P15880,50.75,81.76,0
P02771,Q9UIM3,88.99,76.49,0
Q9Y4P1,Q9UBW8,86.72,84.97,0
Q8WVM8,Q13501,85.96,67.62,0
Q13123,A5PKW4,68.83,56.4,0
Q8TEY7,O14526,70.72,71.84,0
Q86YJ6,Q86YD1,95.9,67.97,0
P24394,O00429,55,77.23,0
Q3ZCQ8,P19367,80.56,94.59,0
Q8IYL3,O43680,61.44,67.33,0
A7XYQ1,P01215,53.01,91.92,0
P55789,Q07912-1,79.17,,0
Q16881,Q8IXH7,,,0
Q9Y2X7,P62158,74.98,,0
P29074,Q96IZ7,77.3,58.6,0
Q12840,P50238,76.75,82.39,0
P21246,P40925,75.68,96.81,0
Q7Z7H8,O43374,83.49,86.55,0
Q9H832,Q53FA7,82.49,96.97,0
Q8IXR5,Q15560,66.11,80.87,0
P38936,P04792,69.96,67.98,0
Q5QP82,Q14761,70.97,58.35,0
P29074,O14777,77.3,78.61,0
Q9Y6K8,P78417,78.98,95.97,0
Q6IBL2,Q16864,,,0
Q08345,Q99436,77.77,89.77,0
P23381,O95424,91.94,70.3,0
Q96QE5,Q9BYD2,81.37,82.8,0
Q9NYY3,Q8IXH7,77.46,86.86,0
O15145,P50336,95.23,95.37,0
Q9BRR6,P11274,91.47,65.59,0
Q9Y3C7,O14530,93.5,84.54,0
P61026,P49888,85.99,97.2,0
O14645,Q9BZD4,84.96,89.43,0
P38570,P14678,80.58,71.45,0
O76071,Q53HC5,96.74,92.49,0
P09960,P13727,96.58,76.69,0
Q9UPY8,P23434,80.12,85.31,0
Q7L5D6,Q6IAM7,88.32,88.69,0
Q9Y333,P24666,94.61,96.13,0
Q07352,P35219,60.61,90.53,0
Q9UQ53,O95571,84.34,93.23,0
Q96ID5,Q86UK7,76.04,64.25,0
Q96BK5,Q9NQW7,64.61,96.96,0
P40429,Q6FII1,95.92,94.52,0
Q96A33,Q96GD4,77.25,79.85,0
O00151,O43680,70.21,67.33,0
O75312,Q9Y6Y0,79.87,84.82,0
Q9UM54,Q6FI91,79.36,60.15,0
Q9Y2Z9,P25445,84.22,78.44,0
Q6T4P5,Q96JB5,59.49,83.52,0
Q9P1W9,P20338,90.4,88.06,0
Q8IUF1,P00491,75.29,94.05,0
P09960,P42356,96.58,80.11,0
Q14181,P62937,85.55,98.02,0
Q9NPQ8,Q9BQD7,90.53,82.65,0
Q13387,P17858,51.72,92.8,0
Q96K37,Q8IXK0,74.15,50.77,0
Q9BZL4,P17028,67.23,66.7,0
O94967,Q9ULU8,69.22,79,0
O60884,O95361,83.74,80.54,0
Q9BTT4,Q16890,92.86,65.61,0
Q14232,Q6ZRI6,91.87,48.52,0
P08240,P54274,75.22,72.46,0
O76027,Q99567,90.59,79.59,0
Q8TC92,P29350,75.47,86.41,0
Q9H270,Q15334,78.52,80.77,0
Q8IWV7,Q9Y2H0,85.06,50.17,0
P35579,Q86Y56,76.17,92.97,0
P15822,Q8N8D1,,,0
Q92597,P62820,78.6,85.64,0
Q02878,Q8WVR3,83.32,71.31,0
P07196,P20042,72.26,64.1,0
P18206,Q9Y3C0,87.12,71.36,0
Q15406,O60443,78.39,76.63,0
P02647,P40926,73.61,93.56,0
Q7Z478,Q8N5U6,74.63,64.85,0
Q9UI12,Q9Y3C0,88.04,71.36,0
Q7L5D6,O75665,88.32,68.35,0
Q13574,Q70Z53,77.99,72.67,0
P62917,P01270,94.87,72.72,0
Q3MHD2,Q8IWE5,90.87,64.1,0
Q9BVG4,Q92995,76.76,77.75,0
P34896,Q92963,96.61,87.64,0
O14795,P30044,75.76,86.18,0
Q9Y5X3,Q9H3H3,87.39,83.4,0
Q02878,Q8WWI1,83.32,50.92,0
Q13885,O95084,92.11,82.05,0
Q15262,Q9Y508,83.41,83.78,0
Q7L5D6,Q8N201,88.32,75.76,0
Q9UFW8,P31943,76.29,62.77,0
Q9H7V2,Q13724,53.9,92.32,0
P09651,Q13232,69.18,92.67,0
Q86UP0,P78560,76.25,80.19,0
O43676,P50336,86.46,95.37,0
Q96B86,Q6PD74,79.27,80.51,0
O00422,O43688,87.52,85.85,0
P29074,O15239,77.3,97.27,0
P32456,O15145,89.23,95.23,0
Q9Y234,P62306,91.38,90.06,0
Q06323,Q16890,90.64,65.61,0
Q9Y5U2,Q9Y6N8,61.28,77.86,0
P17174,P14555,96.44,91.4,0
P24522,P62306,80.52,90.06,0
P29074,Q99755,77.3,70.92,0
P14678,P17540,71.45,89.93,0
Q6FIE5,Q9NPH0,85.36,91.16,0
Q13275,Q13469,84.12,57.59,0
Q99584,P35219,80.85,90.53,0
A2RRP1,O43261,75.09,62.96,0
Q6IBL2,Q06830,,,0
O00488,P50402,77.39,61.41,0
P54105,O94967,75.05,69.22,0
Q01629,P50402,61.77,61.41,0
Q9HCC8,Q96IZ7,90.59,58.6,0
O43924,Q9UMR2,96.48,81.7,0
P32969,Q9NS87,94.08,72.02,0
P14923,Q9UK61,81.11,56.25,0
Q969G6,P22607,90.85,75.37,0
Q9UNN8,P00505,87.1,94.75,0
Q01101,Q5VU21,59.15,53.83,0
P36957,O15145,77.81,95.23,0
Q9BVP2,Q9NRX3,75.33,84.64,0
O15197,P34913,81.15,93.61,0
P67775,Q6NUQ1,94.78,85.91,0
P12956,Q8NG27,84.24,49.93,0
Q9NRN5,P22532,87.26,76.66,0
B2RTY4,O75874,58.99,96.16,0
P31689,P63146,83.35,95.34,0
Q9NTK5,O43252,88.96,93.56,0
O75380,Q4VC44,81.99,64.56,0
P49419,Q92561,95.14,89.84,0
P68104,Q9P287,88.73,79.08,0
Q4V328,P19388,78.95,92.54,0
Q96HD1,Q9P0P8,81.59,66.81,0
O75822,P11230,69.63,79.71,0
O43583,Q9H079,63.62,70.69,0
P05388,O14678,80.63,87.54,0
P11021,O95219,90.33,85.13,0
Q96G74,Q96HL8,65.67,72.94,0
Q9HA65,Q9UQN3,74.02,77.4,0
Q8N357,P82932,84.28,92.6,0
Q9UPT5,P20674,83.7,88.11,0
Q8TC92,Q9UHX1,75.47,68.4,0
Q12840,Q00536,76.75,72.6,0
Q8TC92,Q5MNZ9,75.47,78.44,0
Q92527,Q15907,85,86.09,0
Q96GQ7,Q9NWZ3,70.71,83.86,0
P60660,Q9Y333,95.37,94.61,0
Q96IZ0,Q96BT3,65.88,56.72,0
P62316,Q6PJ22,90.87,85.54,0
P36957,Q8IVM0,77.81,75.55,0
O75380,Q9Y3F4,81.99,89.5,0
Q7Z3C6,P61006,75.7,85.92,0
P07858,Q9H4K1,91.84,86.75,0
Q08945,O43347,74.17,65.59,0
O15230,P13727,,,0
Q9BQ04,Q15390,64.48,65.74,0
P36957,P34913,77.81,93.61,0
P69905,Q96CQ1,98.03,87.1,0
Q9NPQ8,P56282,90.53,92.84,0
P49736,Q9UKM9,76.52,69.83,0
P50542,P82933,71.33,82.49,0
Q9HB58,Q9GZM7,58.86,86.63,0
P18858,Q8WVR3,76.87,71.31,0
Q96R06,Q02978,63.81,86.66,0
Q14790,P51513,81.49,65.31,0
O76027,O60260,90.59,79.51,0
P0CG47,Q6PGQ7,93.71,50.73,0
O43570,P31994,88.39,79.03,0
O43924,Q96AP0,96.48,62.65,0
Q8TDM6,O15381,62.66,72.17,0
P28072,Q99755,89.98,70.92,0
P36578,P16403,87.77,65.03,0
Q99689,P30086,68.67,97.32,0
Q9UFN0,Q93045,90.3,86.06,0
Q12962,Q14240,69.42,87.1,0
O15530,Q96Q04,80.12,47.36,0
P07900,O60341,85.47,85.13,0
Q9UPT5,P62820,83.7,85.64,0
Q9NWN3,P56282,47.65,92.84,0
Q9Y421,Q9BSF8,79.15,69.76,0
P04179,P11464,93.49,86.67,0
Q13227,Q3KQU3,64.13,60.52,0
Q9Y2X7,P60953,74.98,93.39,0
Q6IBM8,Q93045,89.7,86.06,0
Q13227,P25963,64.13,82.58,0
Q08945,Q9UI14,74.17,81.99,0
O14976,O75131,67.49,91.84,0
O14795,P35579,75.76,76.17,0
Q9Y2A0,Q8NEV4,,,0
Q9HCC8,P78417,90.59,95.97,0
Q9Y3M9,Q9UBW8,74.66,84.97,0
P42773,Q14558,92.48,89.19,0
Q12962,Q6UW56,69.42,87.34,0
Q8NFP9,P40926,,,0
Q9H6R7,Q00887,68.42,87.49,0
Q99612,Q9NWV4,61.99,97.03,0
O15239,P46783,97.27,75.14,0
P18621,Q13794,91.53,82.91,0
Q9BTT4,P47929,92.86,96.87,0
Q99616,Q9Y2Z9,85.95,84.22,0
Q16891,P20366,75.07,67.08,0
Q12809,Q9BYN8,63.81,89.75,0
Q9HCK4,Q99567,67.17,79.59,0
Q9UIF7,P48304,79.57,89.51,0
P42773,O60333,92.48,66.04,0
Q9BYD3,P62308,84.14,93.42,0
Q07869,P61513,81.11,96.28,0
Q9BYC9,Q8N8Q3,91.47,90.83,0
Q9Y234,Q9BVJ7,91.38,97.65,0
O60260,P32004,79.51,79.35,0
P08238,P35579,84.45,76.17,0
P53602,A0JLT2,92.16,66.4,0
P51665,P17480,82.92,78.46,0
Q68CR1,Q9Y3C0,82.63,71.36,0
Q9NRH1,P61769,71.08,94.3,0
Q15819,P20366,94.97,67.08,0
P56470,Q02978,90.86,86.66,0
Q9Y276,O94818,87.18,65.16,0
Q9NQC3,P09211,41.53,98.07,0
Q16827,P82932,77.25,92.6,0
P61289,Q9NWZ3,87.28,83.86,0
O95251,Q9NX09,73.53,71.16,0
P28072,Q9NPH2,89.98,92.27,0
P67775,Q9Y421,94.78,79.15,0
P06858,P60520,91.21,94.86,0
Q9NX08,Q8IYT8,87.62,60.75,0
Q9BZL4,Q96A40,67.23,,0
P24394,O75078,55,79.27,0
P14091,Q93077,87.36,91.17,0
Q5T0N5,Q13469,79.96,57.59,0
P07814,Q96D98,83.43,68.9,0
P36578,Q16478,87.77,78.43,0
P35268,Q9UGY1,84.92,74.62,0
O43172,Q16637,82.32,66.6,0
Q15645,Q7RU07,86.98,81.23,0
Q6ZN04,P28328,63.06,81.08,0
Q9BYD3,P14555,84.14,91.4,0
O15169,O75069,62.3,61.42,0
O75528,A0JLT2,75.47,66.4,0
P02792,Q9BV38,97,86.1,0
P61956,Q96FF9,83.46,63.51,0
Q13523,O14798,59.6,72.46,0
Q13084,P24666,92.75,96.13,0
Q0P6H9,Q9NPA8,91.72,93.86,0
Q13426,Q8WVZ9,75.23,81.26,0
Q8WVZ9,P42025,81.26,93.01,0
Q8NE71,O43427,72.37,92.48,0
Q9UKY1,Q09028,62.19,92.17,0
Q8IYL3,P13747,61.44,87.9,0
Q8TBC3,Q9BWV1,74.66,64.82,0
P38936,Q8WWI1,69.96,50.92,0
Q14919,P19404,74.15,87.47,0
O14880,Q8N5F7,92.84,62.52,0
Q9NUT2,Q96FF9,78.06,63.51,0
Q15645,Q9Y5V3,86.98,51.72,0
P25786,Q6N063,91.86,94.05,0
Q96QE5,O94864,81.37,65.82,0
P46934,Q6FI91,53.97,60.15,0
Q9H0T7,P55060,86.62,91.25,0
P37108,P17480,77.28,78.46,0
Q9Y233,P27824,84.51,77.32,0
Q9Y277,Q99547,95.56,74.7,0
Q9UPT6,P23490,63,44.48,0
Q9HB58,Q9UK41,58.86,92.16,0
O60260,P82932,79.51,92.6,0
Q16658,Q96KR7-3,94.81,,0
Q13352,Q9H079,69.76,70.69,0
P02766,Q9NPA8,88.93,93.86,0
Q9P2N6,Q9NWN3,61.16,47.65,0
P62701,Q149N8,95.79,71.34,0
P49759,P07237,78.44,88.37,0
Q9HDC9,Q9NUQ8,91.74,82.09,0
Q7Z478,Q9UNZ2,74.63,74.65,0
Q9UEU0,Q16787,83.78,,0
Q13084,Q9HCU9,92.75,79.35,0
Q15181,P46783,96.01,75.14,0
O60493,Q16635,89.45,87.97,0
Q9Y3M9,Q96NT1,74.66,67,0
Q99653,Q16760,89.84,72.1,0
O43237,Q9NWN3,63.18,47.65,0
P08670,Q99547,78.28,74.7,0
Q8N431,Q13216,85.95,91.67,0
Q9P2J2,Q9Y508,66.99,83.78,0
P07900,Q8IW50,85.47,64.04,0
P56556,Q9NZD4,88.31,91.22,0
O43312,O60502,62.24,76.46,0
Q9Y383,Q9P2J2,65.26,66.99,0
P49703,O95563,89.97,89.61,0
P53621,Q9NP72,85.08,85.64,0
Q9NP59,Q70Z53,80.51,72.67,0
Q9H840,P09326,81.92,83.73,0
Q8IWR0,Q9H169,70.82,84.41,0
Q86YV9,Q8WUM4,78.3,84.04,0
P26641,Q8NCD3,86.44,46.45,0
Q96LX7,P56282,69.37,92.84,0
Q3ZCQ8,Q9H095,80.56,72.42,0
P42695,O95376,73.24,85.91,0
O95273,Q9H6R7,87.1,68.42,0
Q9H8M9,Q9UIM3,64.38,76.49,0
Q75LP0,P46100,,,0
Q7L5D6,P48664,88.32,80.27,0
Q9UNP9,Q9H4K1,81.55,86.75,0
O95219,Q06732,85.13,65.49,0
P18669,P83916,94.12,76.2,0
Q12788,Q9BTE0,84.93,92.37,0
Q9H7U1,Q9Y3A3,48.36,91.29,0
P16403,Q9NP72,65.03,85.64,0
Q9H7V2,Q9BXJ8,53.9,89.65,0
Q9P287,Q15434,79.08,63.68,0
Q12873,P58215,63.41,83.91,0
Q92665,Q9HC16,66.12,88.79,0
Q86VP1,O94818,76.49,65.16,0
Q9NQW7,Q6IBS0,96.96,91.26,0
Q9H063,P22061,77.7,96.2,0
Q8N357,Q8TF21,84.28,69.95,0
O14733,Q14807,77.45,74.12,0
Q9H8U3,P16435,69.64,91.17,0
Q9BQ95,P31943,72.92,62.77,0
Q53EL9,P34913,70.49,93.61,0
P40429,Q92734,95.92,60.73,0
Q9P1Y5,P13994,61.07,74.21,0
P49368,P20366,89.09,67.08,0
P63244,P21579,92.07,81.14,0
Q92782,Q13541,63.81,71.29,0
Q8WYH8,Q02388,79.17,,0
Q9H8U3,Q86X76,69.64,88.61,0
P15880,Q9NVP1,81.76,72.6,0
P28072,P50238,89.98,82.39,0
O43583,Q9Y4P8,63.62,77.28,0
Q08379,P11142,75.98,89.18,0
Q9UHY7,O75607,95.44,80.18,0
Q7Z3C6,Q02388,75.7,,0
P09471,Q9UN74,94.68,74.12,0
Q7L5D6,Q9Y5X3,88.32,87.39,0
O60493,O43379,89.45,61.37,0
P52797,P08133,74.13,94.61,0
Q9NWW0,O15258,63.23,79.28,0
P61026,O43261,85.99,62.96,0
Q96GM8,P29762,79.16,95.8,0
Q9HA65,P18858,74.02,76.87,0
Q13432,O15381,79.85,72.17,0
Q96BZ8,Q9H6F5,76.13,62.81,0
P18669,Q13151,94.12,73.16,0
Q9NXU5,P07900,88.51,85.47,0
Q13239,Q9H307,75.08,58.36,0
P61006,P56282,85.92,92.84,0
P60174,Q7Z5N2,96.95,,0
P05023,Q14203,88.7,77.53,0
P08240,Q9NZL4,75.22,84.66,0
Q15836,Q13387,92.18,51.72,0
Q8TER5,Q9H7V2,64.28,53.9,0
P63261,O14777,95.34,78.61,0
Q13352,Q9UBI1,69.76,86.81,0
Q13148,P35579,66.64,76.17,0
Q9BV94,Q9H169,85.74,84.41,0
Q9H0B6,Q9ULU8,72.23,79,0
Q5QP82,Q09028,70.97,92.17,0
P51693,Q9NR50,69.72,74.31,0
Q9UKR5,P51884,92.93,90.63,0
O00422,Q16637,87.52,66.6,0
P55209,Q15286,79.35,89.46,0
Q9BVP2,Q8IYT8,75.33,60.75,0
O60383,Q13228,66.52,96.69,0
Q96S21,Q9UQB8,74.54,73.19,0
Q15102,Q9UGY1,95.14,74.62,0
Q9Y285,Q9NPJ4,87.66,66.63,0
P61769,P55212,94.3,85.26,0
P24522,P61077,80.52,96.63,0
Q13813,Q9NYQ6,76.34,,0
Q7Z478,Q9Y6V7,74.63,87.31,0
Q09028,Q14318,92.17,80.96,0
P05023,P78314,88.7,66.24,0
O15530,P50336,80.12,95.37,0
Q07666,P63279,65.65,97.47,0
P41567,P23434,81.74,85.31,0
O14795,Q9NPH2,75.76,92.27,0
O15304,P62879,76.63,97.18,0
Q9Y5M8,Q9HCU9,86.99,79.35,0
P23396,Q12809,91.34,63.81,0
P07602,O14645,73,84.96,0
Q12840,O95182,76.75,88.26,0
Q14209,Q969Z0,64.08,83.22,0
Q9Y3U8,Q9H4K1,93.35,86.75,0
Q00610,Q9UKK9,78.04,92.27,0
P13805,P16152,74.97,97.92,0
O94967,Q6P4A2,69.22,61.71,0
O00273,P62826,73.03,88.83,0
Q53H47,Q96AP0,83.38,62.65,0
Q96JG8,Q8TER5,54.87,64.28,0
P62316,O14832,90.87,87.18,0
Q13148,P19388,66.64,92.54,0
P38936,P18621,69.96,91.53,0
Q6P1R3,Q96I34,66.31,73.71,0
P32456,P15090,89.23,96.04,0
P62424,O00257,91.28,54.71,0
P78406,P78537,93.53,89.52,0
Q9NRS6,A6NE52,73.21,62.78,0
Q9NRR5,Q96EW2,62.56,79.11,0
P30086,Q3B820,97.32,66.75,0
Q96EY7,Q5QP82,79.87,70.97,0
Q14558,Q86YD1,89.19,67.97,0
P00966,Q92995,95.64,77.75,0
P56556,P61254,88.31,92.33,0
P02771,P50454,88.99,91.74,0
O43172,P15927,82.32,80.68,0
Q8TAQ2,Q8N357,65.09,84.28,0
P09466,P56282,87.19,92.84,0
Q969X0,P62310,77.5,89.46,0
P42695,Q9HCM3,73.24,44.85,0
P13805,Q13951,74.97,86.83,0
Q13885,Q9Y5V3,92.11,51.72,0
P35914,Q12972,92.21,68.34,0
P02792,Q16881,97,,0
Q9H4K1,P24394,86.75,55,0
P61247,Q9BZI7,84.38,66.98,0
O60256,O95571,87.4,93.23,0
O14732,Q8IYT8,95.07,60.75,0
P40429,Q53H47,95.92,83.38,0
A5PKW4,Q9H8Y5,56.4,69.36,0
Q9H773,P09466,85.41,87.19,0
P13686,Q9UBV8,94.94,75.39,0
P68032,Q9BVJ7,95.46,97.65,0
P22532,Q12972,76.66,68.34,0
Q13239,O43261,75.08,62.96,0
Q8N5W9,Q969T9,53.65,71.63,0
Q9UBS5,O14775,84.33,93.82,0
Q7Z3C6,P61970,75.7,95.2,0
P36957,Q8TAQ2,77.81,65.09,0
O43556,Q70Z53,73.26,72.67,0
O43676,Q9BRR6,86.46,91.47,0
O95568,P42025,76.3,93.01,0
Q9P2H0,Q9UJX4,49.47,82.34,0
Q04724,P55060,69.52,91.25,0
Q9Y5U8,Q49AJ0,91.74,61.76,0
Q75LH2,Q04637,54.58,56.85,0
Q13107,Q14061,77.51,72.38,0
Q9NQC3,Q9HD15,41.53,76.78,0
Q12873,Q7Z2D9,63.41,74.16,0
Q9P2K9,Q96EP1,71.02,73.21,0
P48443,P49888,75.53,97.2,0
Q15605,P46100,,,0
Q6UXB0,Q15397,52.83,85.37,0
Q96BT3,Q9C099,56.72,74.4,0
P02775,O95897,77.27,84.16,0
O43281,Q3B820,62.15,66.75,0
Q9P2P6,P62070,,,0
P23142,P42330,79.65,96.51,0
Q8N5W9,Q9HC74,53.65,44.57,0
Q5JVS0,P46778,56.69,94.07,0
P05386,Q9UNP9,71.93,81.55,0
Q9HC35,Q9H5J8,77.57,63.54,0
O94967,Q6UWE0,69.22,79.21,0
Q9NXU5,P62995,88.51,56.88,0
Q9UFW8,O43765,76.29,82.08,0
P11597,Q9Y2V2,91.44,84.44,0
Q8NB37,Q9UMS0,94.66,79.32,0
P63261,Q9NPF8,95.34,92.31,0
Q15393,P07305,92.53,69.22,0
P04637,Q7L190,75.13,66.23,0
P06865,Q96EA4,93.78,74.41,0
Q9H7U1,Q6IBS0,48.36,91.26,0
P67775,Q15041,94.78,84.85,0
Q6IBM8,P04156,89.7,66.26,0
P20226,P17024,78.47,73.03,0
Q9NW97,Q12972,60.07,68.34,0
Q02543,Q96HL8,96.26,72.94,0
P08238,Q93033,84.45,81.76,0
O95832,P60903,84.7,91.79,0
Q15047,Q13368,66.67,79.82,0
Q7Z478,P40937,74.63,90.54,0
Q14181,O14579,85.55,89.92,0
Q9H7V2,P00742,53.9,79.85,0
Q96LX7,P61247,69.37,84.38,0
P19823,Q9NS87,82.57,72.02,0
Q9Y5U8,P07305,91.74,69.22,0
P49903,Q12800,90.34,77.96,0
P56556,Q13547,88.31,86.31,0
Q9UKC9,Q9NTX7,92.66,68.28,0
Q16621,Q6N063,67.32,94.05,0
Q12962,P04843,69.42,90.73,0
P84101,P24522,81.68,80.52,0
P23528,Q96C92,87.54,65.59,0
Q12873,P13385,63.41,68.13,0
P05091,Q07869,95.98,81.11,0
Q9Y3C7,P09104,93.5,97.14,0
Q8NCB2,O95989,73.07,87.98,0
P11309,P63279,90.33,97.47,0
P12956,P51690,84.24,93.27,0
P18206,P17024,87.12,73.03,0
Q14690,P28340,75.56,86.96,0
P58215,O14832,83.91,87.18,0
P35475,Q14203,95.13,77.53,0
Q8NB37,Q9UNE7,94.66,89.79,0
Q9HBL7,Q96N11,89.77,83.11,0
Q8N357,O00231,84.28,83.22,0
Q9BVG4,P11464,76.76,86.67,0
P42695,O60341,73.24,85.13,0
Q8IZ08,A6NE52,67.47,62.78,0
Q8NI35,Q9BPU6,60.62,91.22,0
Q9Y5M8,Q9UGY1,86.99,74.62,0
Q8NC60,A6NE52,74.33,62.78,0
O43149,P40937,,,0
P23416,O75558,84.44,79.88,0
Q08345,Q15011,77.77,63.28,0
Q9BSI4,P62879,61,97.18,0
Q9P2P6,P82932,,,0
Q13574,Q9Y6I3,77.99,65.01,0
O00151,Q6IBS0,70.21,91.26,0
P24534,Q09019,77.61,69.64,0
P19793,O60543,76.51,76.04,0
Q9H0Q3,O43772,70.36,88.25,0
Q9H0Q3,Q9H0E4,70.36,50.46,0
Q96AC6,Q8NCD3,63.47,46.45,0
O43559,Q9H8G2,57.26,63.17,0
Q8TC92,Q8NC44,75.47,59.13,0
O15197,Q96HL8,81.15,72.94,0
Q8NI35,Q5T8Z1,60.62,,0
Q92993,Q9H0E2,77.05,81.86,0
P07602,Q9BYD3,73,84.14,0
Q96DI7,P62820,85.44,85.64,0
Q9H3H1,P30533,85.67,75.87,0
