uidA,uidB,ConfidenceA,ConfidenceB,PPI_type,MMGBSA_1,MMGBSA_2,MMGBSA_3,MMGBSA_4,MMGBSA_5,MMGBSA_6,MMGBSA_7,MMGBSA_8,MMGBSA_9,MMGBSA_10,AVERAGE_3,AVERAGE_5,AVERAGE_10
Q9BTT4,P47929,92.86,96.87,0,-44.13,-43.66,-36.83,-34.41,-31.4,-29.01,-28.28,-25.96,-23.39,-4.68,-41.54,-38.086,-30.175
Q99616,Q9Y2Z9,85.95,84.22,0,-65.66,-46.77,-45.14,-44.27,-43.37,-35.64,-30.55,-27.21,-16.53,-11.51,-52.52333333,-49.042,-36.665
Q9BYD3,P62308,84.14,93.42,0,-55.02,-46.75,-44.93,-44.02,-42.32,-37.99,-32.15,-30.45,-30.25,-24.78,-48.9,-46.608,-38.866
Q07869,P61513,81.11,96.28,0,-63.12,-53.44,-52.03,-50.7,-47.86,-47.82,-33.55,-28.51,-28.35,-23.83,-56.19666667,-53.43,-42.921
Q9BYC9,Q8N8Q3,91.47,90.83,0,-49.6,-46.3,-42.46,-38.71,-31.75,-31.41,-28.95,-27.84,-24.25,-12.19,-46.12,-41.764,-33.346
Q9Y234,Q9BVJ7,91.38,97.65,0,-42.36,-41.79,-41.2,-40.76,-40.41,-35.34,-32.76,-32.34,-28.52,-27.68,-41.78333333,-41.304,-36.316
P56470,Q02978,90.86,86.66,0,-67.54,-64.21,-55.09,-54.94,-54.51,-49.41,-45.93,-45.44,-42.44,-41.35,-62.28,-59.258,-52.086
P61289,Q9NWZ3,87.28,83.86,0,-56.92,-48.16,-41.79,-39.54,-36.28,-32.45,-28.56,-27.64,-25.86,-13.45,-48.95666667,-44.538,-35.065
P28072,Q9NPH2,89.98,92.27,0,-70.61,-69.61,-57.85,-56.22,-47.88,-47.52,-43.97,-42.43,-34.38,-12.7,-66.02333333,-60.434,-48.317
P06858,P60520,91.21,94.86,0,-56.03,-46.79,-46.47,-39.77,-36.39,-32.68,-29.43,-27.18,-21.39,-19.3,-49.76333333,-45.09,-35.543
P14091,Q93077,87.36,91.17,0,-108.62,-91.88,-59.57,-57,-52.01,-50.49,-49.81,-48.75,-47.77,-42.28,-86.69,-73.816,-60.818
Q15645,Q7RU07,86.98,81.23,0,-74.15,-64.64,-62.4,-59.73,-56.62,-55.08,-52.07,-50.52,-48.42,-40.5,-67.06333333,-63.508,-56.413
Q9BYD3,P14555,84.14,91.4,0,-64.57,-53.93,-46.5,-44.91,-41.09,-39.58,-37.65,-36.53,-24.84,-20.45,-55,-50.2,-41.005
P02792,Q9BV38,97,86.1,0,-52.12,-48.69,-47.89,-47.61,-34.02,-32.37,-29.9,-28.86,-26.95,-21.94,-49.56666667,-46.066,-37.035
Q13084,P24666,92.75,96.13,0,-64.39,-57.67,-53.67,-43.3,-39.29,-28.6,-28.1,-23.97,-14.78,-13.93,-58.57666667,-51.664,-36.77
Q0P6H9,Q9NPA8,91.72,93.86,0,-84.85,-72.16,-69.59,-66.41,-57.08,-53.58,-48.05,-46.07,-44.4,-40.34,-75.53333333,-70.018,-58.253
Q8WVZ9,P42025,81.26,93.01,0,-76.66,-51.17,-50.27,-44.04,-41.26,-35.42,-34.87,-27.35,-26.89,-18.37,-59.36666667,-52.68,-40.63
P25786,Q6N063,91.86,94.05,0,-50.55,-49.8,-46.9,-43.13,-41.85,-29.27,-26.99,-22.95,-18.69,-17.43,-49.08333333,-46.446,-34.756
Q9H0T7,P55060,86.62,91.25,0,-69.72,-50.9,-44.96,-40.98,-40.89,-40.56,-32.58,-30.95,-28.18,-18.33,-55.19333333,-49.49,-39.805
P02766,Q9NPA8,88.93,93.86,0,-49.36,-49.11,-49.09,-44.91,-44.12,-35.93,-34.25,-31.84,-30.19,-29.45,-49.18666667,-47.318,-39.825
Q9HDC9,Q9NUQ8,91.74,82.09,0,-54.13,-49.63,-44.9,-43.65,-36.07,-35.83,-34.01,-33.58,-22.6,-3.73,-49.55333333,-45.676,-35.813
O60493,Q16635,89.45,87.97,0,-65.34,-60.79,-60.2,-51.61,-48.57,-39.05,-38,-35.19,-32.03,-23.24,-62.11,-57.302,-45.402
Q8N431,Q13216,85.95,91.67,0,-68.52,-46.72,-38,-33.55,-30.22,-25.93,-25.22,-21.26,-21.15,-18.24,-51.08,-43.402,-32.881
P56556,Q9NZD4,88.31,91.22,0,-78.41,-56.71,-52.22,-50.45,-45.62,-39.61,-35.62,-32.98,-31.92,-29.36,-62.44666667,-56.682,-45.29
P49703,O95563,89.97,89.61,0,-50.26,-41.46,-39.55,-32.58,-31.46,-31.4,-28.75,-23.36,-19.39,-19.38,-43.75666667,-39.062,-31.759
P53621,Q9NP72,85.08,85.64,0,-71.58,-69.04,-47.45,-45.12,-42.92,-36.37,-30.89,-27.35,-24.36,-15.93,-62.69,-55.222,-41.101
Q9H840,P09326,81.92,83.73,0,-59.83,-59.61,-58.44,-58.24,-55.58,-41.21,-39.33,-36.63,-34.7,-26.15,-59.29333333,-58.34,-46.972
Q7L5D6,P48664,88.32,80.27,0,-100.81,-84.78,-77.47,-64.91,-62.66,-59.5,-57.01,-50.83,-36.73,-35.93,-87.68666667,-78.126,-63.063
Q9UNP9,Q9H4K1,81.55,86.75,0,-68.62,-51.36,-47.38,-47.3,-44.52,-41.28,-38.22,-36.11,-31.64,-28.71,-55.78666667,-51.836,-43.514
Q12788,Q9BTE0,84.93,92.37,0,-84.63,-80.57,-51.46,-43.51,-43.24,-38.34,-34.18,-32.97,-24.26,-9.48,-72.22,-60.682,-44.264
Q9NQW7,Q6IBS0,96.96,91.26,0,-47.97,-46.02,-38.82,-29.24,-23.82,-21.12,-18.56,-17.06,-12.56,1.66,-44.27,-37.174,-25.351
P63244,P21579,92.07,81.14,0,-42.78,-38.14,-37.91,-36.16,-31.23,-30.3,-23.13,-20.26,-16.08,-12.47,-39.61,-37.244,-28.846
P28072,P50238,89.98,82.39,0,-74.88,-65.28,-56.32,-55.51,-42.18,-37.07,-35.63,-30.7,-21.69,-18.4,-65.49333333,-58.834,-43.766
Q9UHY7,O75607,95.44,80.18,0,-46.38,-41.4,-38.39,-30.52,-27.57,-26.02,-24.95,-22.26,-17.33,-1.57,-42.05666667,-36.852,-27.639
Q7L5D6,Q9Y5X3,88.32,87.39,0,-48.65,-44.46,-44.13,-43.5,-40.38,-39.13,-37.13,-26.8,-23.14,-18.35,-45.74666667,-44.224,-36.567
Q9NXU5,P07900,88.51,85.47,0,-40,-38.33,-38.28,-33.72,-33.14,-30.53,-30.44,-22.85,-13.26,-9.31,-38.87,-36.694,-28.986
P61006,P56282,85.92,92.84,0,-51.12,-49.23,-48.76,-41.02,-39.12,-37.4,-33.65,-31.34,-22.85,-20.62,-49.70333333,-45.85,-37.511
Q9BV94,Q9H169,85.74,84.41,0,-63.5,-55.8,-47.07,-35.29,-30.29,-27.68,-26.79,-25.37,-24.99,-9.94,-55.45666667,-46.39,-34.672
Q9UKR5,P51884,92.93,90.63,0,-71.79,-71.48,-70.52,-69.28,-66.15,-59.35,-51.53,-48.21,-44.97,-41.53,-71.26333333,-69.844,-59.481
P61769,P55212,94.3,85.26,0,-59.61,-47.98,-44.5,-42.47,-38.78,-36.09,-30.65,-28.19,-20.97,-13.09,-50.69666667,-46.668,-36.233
P24522,P61077,80.52,96.63,0,-67.92,-62.27,-59.71,-58.12,-44.35,-43.02,-42.16,-41.52,-41.13,-19.27,-63.3,-58.474,-47.947
Q09028,Q14318,92.17,80.96,0,-48.44,-43.28,-39.91,-34.79,-29.18,-25.72,-23.69,-23.28,-13.51,-6.52,-43.87666667,-39.12,-28.832
O15530,P50336,80.12,95.37,0,-59.55,-52.18,-49.75,-45.29,-43.04,-41.8,-35,-34.99,-31.59,-9.11,-53.82666667,-49.962,-40.23
P41567,P23434,81.74,85.31,0,-52.87,-51.19,-48.11,-43.9,-38.42,-34.72,-34.44,-34.26,-31.84,-25.43,-50.72333333,-46.898,-39.518
Q9Y3U8,Q9H4K1,93.35,86.75,0,-63.15,-62.06,-49.84,-47.32,-46.81,-41.39,-36.34,-32.72,-28.12,-24.98,-58.35,-53.836,-43.273
P62316,O14832,90.87,87.18,0,-58.83,-57.44,-42.27,-39.3,-36.43,-35.16,-33.35,-27.77,-27.41,-20.45,-52.84666667,-46.854,-37.841
P32456,P15090,89.23,96.04,0,-52.95,-45.37,-41.99,-41.98,-39.88,-36.85,-34.22,-31.84,-25.37,-20.84,-46.77,-44.434,-37.129
P78406,P78537,93.53,89.52,0,-64.52,-59.5,-51.34,-50.91,-41.49,-37.6,-34,-33.5,-32.79,-24.33,-58.45333333,-53.552,-42.998
P56556,P61254,88.31,92.33,0,-73.78,-60.02,-57.09,-54.61,-45.57,-37.61,-32.47,-28.95,-28.07,-23.65,-63.63,-58.214,-44.182
P02771,P50454,88.99,91.74,0,-64.02,-45.31,-38.06,-36.94,-33.94,-31.81,-30.19,-29.7,-26.1,-18.77,-49.13,-43.654,-35.484
O43172,P15927,82.32,80.68,0,-61.85,-61.46,-52.31,-47.2,-46.06,-34.22,-25.43,-25.24,-24.35,-19.78,-58.54,-53.776,-39.79
P09466,P56282,87.19,92.84,0,-61.58,-60.29,-59.02,-56.07,-45.29,-44.91,-44.48,-41.72,-37.58,-27.81,-60.29666667,-56.45,-47.875
O60256,O95571,87.4,93.23,0,-58.67,-56.25,-54.71,-49.99,-48.88,-46.32,-46.06,-41.38,-35.41,-27,-56.54333333,-53.7,-46.467
P40429,Q53H47,95.92,83.38,0,-89.71,-67,-54.13,-47.91,-43.3,-38.5,-37.03,-36.25,-32.57,-7.57,-70.28,-60.41,-45.397
Q9H773,P09466,85.41,87.19,0,-60.24,-60.11,-57.51,-56.55,-49.18,-47.66,-46.16,-41.63,-39.95,-39.3,-59.28666667,-56.718,-49.829
P68032,Q9BVJ7,95.46,97.65,0,-68.68,-51.18,-50.44,-47.9,-46.64,-44.91,-40.39,-39.19,-33.44,-28.79,-56.76666667,-52.968,-45.156
Q9UBS5,O14775,84.33,93.82,0,-101.53,-54.11,-52.87,-51.99,-49.63,-49.3,-41.88,-36.8,-25.4,-20.1,-69.50333333,-62.026,-48.361
O43676,Q9BRR6,86.46,91.47,0,-68.24,-65.1,-56.08,-47.3,-47.12,-46.46,-44.52,-43.27,-32.85,-31.24,-63.14,-56.768,-48.218
P11597,Q9Y2V2,91.44,84.44,0,-63.92,-55.49,-49.48,-42.04,-41.69,-41.52,-38.96,-38.07,-27.3,-19.62,-56.29666667,-50.524,-41.809
P63261,Q9NPF8,95.34,92.31,0,-74.69,-72.03,-63.83,-49.26,-47.95,-42.47,-37.89,-30.58,-23.08,-18.94,-70.18333333,-61.552,-46.072
P67775,Q15041,94.78,84.85,0,-83.69,-76.02,-73.27,-49.47,-48.7,-46.68,-44.81,-42.76,-37.15,-34.58,-77.66,-66.23,-53.713
P08238,Q93033,84.45,81.76,0,-52.34,-50.47,-44.05,-41.49,-39.15,-35.75,-35.41,-27.27,-21.95,-17.56,-48.95333333,-45.5,-36.544
O95832,P60903,84.7,91.79,0,-53.47,-46.26,-45.78,-45.47,-45.46,-38.03,-34.12,-32.59,-32.12,-30.02,-48.50333333,-47.288,-40.332
Q14181,O14579,85.55,89.92,0,-71.19,-57.8,-56.48,-39.22,-33.44,-30.79,-29.99,-28.3,-15.68,-13.22,-61.82333333,-51.626,-37.611
P56556,Q13547,88.31,86.31,0,-72.98,-70.03,-62.99,-54.96,-47.36,-46.62,-44.91,-39.85,-31.64,-24.44,-68.66666667,-61.664,-49.578
P84101,P24522,81.68,80.52,0,-48.44,-47.5,-45.47,-43.87,-41.42,-37.55,-31.77,-25.26,-20.84,-20.77,-47.13666667,-45.34,-36.289
P05091,Q07869,95.98,81.11,0,-60.54,-58.09,-53.95,-44.05,-43.18,-36.13,-33.94,-33.16,-23.78,-21.11,-57.52666667,-51.962,-40.793
Q9Y3C7,P09104,93.5,97.14,0,-64.3,-61.49,-53.42,-45.52,-37.7,-28.4,-28.1,-27.67,-20.91,-15.3,-59.73666667,-52.486,-38.281
P11309,P63279,90.33,97.47,0,-57.62,-44.68,-42.33,-39.22,-33.12,-32.99,-31.94,-29.72,-26.54,-15.24,-48.21,-43.394,-35.34
P12956,P51690,84.24,93.27,0,-104.2,-74.29,-55.59,-47.97,-45.42,-45.33,-43.67,-38.29,-37.95,-31.6,-78.02666667,-65.494,-52.431
P58215,O14832,83.91,87.18,0,-57.27,-56.05,-55.77,-54.57,-43.39,-41.68,-38.31,-34.14,-33.53,-22.68,-56.36333333,-53.41,-43.739
Q8NB37,Q9UNE7,94.66,89.79,0,-68.76,-48.79,-47.29,-44.35,-43.34,-35.11,-31.88,-30.6,-22.66,-22.6,-54.94666667,-50.506,-39.538
Q9HBL7,Q96N11,89.77,83.11,0,-71.83,-67.22,-66.64,-65.65,-59.13,-57.13,-56.97,-49.7,-47.2,-42.94,-68.56333333,-66.094,-58.441
Q8N357,O00231,84.28,83.22,0,-73.64,-69.63,-63.31,-58.86,-46.07,-45.72,-45.01,-42.12,-41.99,-35.34,-68.86,-62.302,-52.169
Q96DI7,P62820,85.44,85.64,0,-50.33,-46.87,-45.77,-43.7,-43.68,-43.37,-35.96,-33.2,-31.57,-22.51,-47.65666667,-46.07,-39.696
Q9Y5X3,O14530,87.39,84.54,0,-56.57,-53.32,-38.71,-35.48,-35.33,-34.73,-33.84,-31.73,-28.46,-19.76,-49.53333333,-43.882,-36.793
Q9NRN5,P05231,87.26,86.04,0,-72.48,-52.01,-51.7,-49.22,-46.28,-45.22,-44.91,-42.85,-26.7,-10.38,-58.73,-54.338,-44.175
Q53H47,Q9Y333,83.38,94.61,0,-59.55,-53.13,-44.1,-38.99,-36.78,-35.5,-34.7,-33.51,-22.11,-20.14,-52.26,-46.51,-37.851
P63244,Q96AB3,92.07,95.27,0,-66.14,-62.55,-58.62,-52.15,-43.59,-42.4,-37.07,-36.55,-32.63,-26.22,-62.43666667,-56.61,-45.792
P14174,Q9HA47,98.59,84.11,0,-73.76,-67.87,-63.56,-59.65,-40.26,-39.22,-38.15,-33.97,-33.94,-27.13,-68.39666667,-61.02,-47.751
P42773,P14091,92.48,87.36,0,-72.5,-50.69,-49.37,-49.14,-47.17,-46.12,-41.63,-41.59,-28.42,-25.98,-57.52,-53.774,-45.261
Q9BPX7,P63104,89.39,94.3,0,-63.64,-59.15,-49.32,-44.08,-43.94,-34.47,-34,-31.94,-29.86,-26.09,-57.37,-52.026,-41.649
Q9H832,Q7L099,82.49,82.42,0,-56.15,-47.83,-45.73,-44.1,-39.77,-35.98,-33.97,-30.92,-29.92,-14.6,-49.90333333,-46.716,-37.897
Q9H492,Q15013,91.03,80.4,0,-64.78,-61.62,-48.11,-47.18,-39.79,-39.28,-35.4,-31.63,-26.8,-23.75,-58.17,-52.296,-41.834
Q7RU07,P55774,81.23,87.74,0,-59.45,-49.44,-45.66,-44.38,-44.35,-41.44,-37.73,-36.98,-36.47,-32.49,-51.51666667,-48.656,-42.839
Q96ER3,Q02978,85.53,86.66,0,-61.55,-53.49,-51.2,-48.22,-47.06,-46.44,-40.35,-35.68,-35.59,-31.28,-55.41333333,-52.304,-45.086
Q16623,Q96KB5,85,84.91,0,-56.02,-49.11,-47.43,-43.37,-42.69,-37.1,-31.9,-30.87,-24.67,-21.52,-50.85333333,-47.724,-38.468
P18669,P08559,94.12,94.75,0,-47.07,-42.89,-38.63,-32.93,-32.9,-32.86,-27.75,-27.35,-22.38,-19.78,-42.86333333,-38.884,-32.454
Q15393,Q9GZQ8,92.53,91.59,0,-66.77,-65.64,-59.32,-50.13,-45.62,-35.13,-31.87,-25.16,-24.7,-12.53,-63.91,-57.496,-41.687
P00966,P00491,95.64,94.05,0,-54.09,-50.49,-46.7,-41.81,-38.22,-36.7,-35.07,-21.6,-17.1,-16.54,-50.42666667,-46.262,-35.832
P53602,Q15155,92.16,80.52,0,-92.8,-48.39,-46.32,-41.55,-41.46,-41.12,-39.35,-36.69,-30.26,-26.14,-62.50333333,-54.104,-44.408
Q9ULJ1,P60900,81.35,96.02,0,-76.53,-60.97,-47.68,-47.21,-38.72,-37.44,-30.16,-28.11,-21.92,-19.11,-61.72666667,-54.222,-40.785
Q9NP59,O95295,80.51,87.32,0,-72.37,-69.37,-66.74,-61.02,-60.52,-59.69,-58.69,-56.95,-53.19,-40.22,-69.49333333,-66.004,-59.876
Q9Y4P1,Q92979,86.72,88.37,0,-74.22,-60.59,-55.19,-53.16,-45.19,-42.67,-41.12,-35.5,-21.19,-18.45,-63.33333333,-57.67,-44.728
P46779,Q8N8Q3,92.37,90.83,0,-68.34,-50.67,-46.95,-45.72,-42.53,-41.64,-36.19,-32.51,-29.37,-25.15,-55.32,-50.842,-41.907
Q99873,P52565,89.03,90.97,0,-43.37,-41.14,-37.55,-37,-34.92,-29.87,-23.36,-23.23,-22.97,-14.77,-40.68666667,-38.796,-30.818
Q969W0,P55774,93.82,87.74,0,-66.49,-62.41,-56.33,-55.83,-50.12,-43.89,-40.84,-36.41,-35.16,-34.5,-61.74333333,-58.236,-48.198
Q9NY33,P34913,95.55,93.61,0,-45.78,-36.72,-31.73,-31.44,-29.09,-27.38,-24.21,-20.33,-11.29,-9.01,-38.07666667,-34.952,-26.698
P40925,Q6IAM7,96.81,88.69,0,-44.57,-42.57,-42.44,-41.19,-37.51,-37.15,-37.1,-34.67,-30.71,-26.84,-43.19333333,-41.656,-37.475
Q9BPW8,A1L0T0,83.42,94.71,0,-69.17,-57.84,-49.88,-48.51,-43.44,-40.83,-31.5,-26.18,-25.39,-19.36,-58.96333333,-53.768,-41.21
Q96DW6,P78560,83.47,80.19,0,-67.18,-66.39,-58.08,-56.85,-53.93,-53.46,-53.37,-51.08,-41.92,-32.29,-63.88333333,-60.486,-53.455
Q14790,Q969H8,81.49,88.7,0,-53.75,-44.36,-42.46,-39.61,-36.06,-35.24,-35.12,-33.21,-30.02,-11.99,-46.85666667,-43.248,-36.182
Q9BXR0,P40306,94.13,90.75,0,-73.75,-64.26,-64.08,-59.58,-48.2,-45.82,-45.55,-41.06,-28.84,-16.01,-67.36333333,-61.974,-48.715
Q06323,P17540,90.64,89.93,0,-72.83,-54.47,-51.2,-48.73,-34.62,-32.85,-32.31,-29.36,-28.74,-15.55,-59.5,-52.37,-40.066
P60880,P60953,84.56,93.39,0,-62.14,-56.9,-48.2,-44.23,-43.65,-38.17,-34.53,-27.78,-26.79,-20.72,-55.74666667,-51.024,-40.311
O43570,P63104,88.39,94.3,0,-67.11,-65.48,-60.09,-56.88,-52.15,-50.71,-47.99,-44.19,-42.68,-39.35,-64.22666667,-60.342,-52.663
Q9Y333,P15882,94.61,86.92,0,-58.95,-44.09,-38.63,-33.49,-32.45,-32.16,-31.87,-29.05,-28.26,-16.57,-47.22333333,-41.522,-34.552
Q9GZU0,Q9Y4R8,81.42,85.13,0,-94.36,-51.38,-48.22,-47.33,-43.84,-41.67,-38.83,-36.69,-25.93,-7.61,-64.65333333,-57.026,-43.586
P43250,P20338,90.26,88.06,0,-86.61,-63.5,-61.83,-58.91,-53.7,-52.72,-50.64,-44.43,-41.42,-25.71,-70.64666667,-64.91,-53.947
Q15334,P16284,80.77,80.6,0,-75.61,-64.52,-56.47,-43.75,-31.44,-30.95,-28.71,-27.06,-22.4,-13.42,-65.53333333,-54.358,-39.433
Q16658,Q9Y6V7,94.81,87.31,0,-42.34,-34.25,-33.33,-33.05,-30.15,-30.1,-29.31,-25.97,-19.76,-5.77,-36.64,-34.624,-28.403
Q9UPY8,Q32NB8,80.12,85.25,0,-81.92,-79.83,-67.54,-49.25,-43.97,-42.71,-34.47,-34.08,-28.71,-24.93,-76.43,-64.502,-48.741
Q96B02,P51159,87.43,84.99,0,-52.48,-49.3,-46.85,-46.48,-39.96,-39.18,-36.28,-33.86,-30.4,-23.41,-49.54333333,-47.014,-39.82
Q13636,P63279,90.28,97.47,0,-42.9,-33.29,-30.84,-30.77,-30.58,-30.1,-28.28,-23.93,-22.1,-20.76,-35.67666667,-33.676,-29.355
P06576,P47756,85.83,89.7,0,-81.8,-60.17,-57.65,-44.2,-39.21,-38.26,-36.89,-32.92,-14.3,-12.42,-66.54,-56.606,-41.782
O14907,P62328,91.87,81.51,0,-57.08,-40.13,-35.67,-34.4,-31.33,-30.54,-27.49,-27.06,-27.03,-21.06,-44.29333333,-39.722,-33.179
P02766,P00491,88.93,94.05,0,-73.48,-66.28,-61.51,-58.65,-58.63,-50.83,-49.89,-46.94,-39.87,-39.79,-67.09,-63.71,-54.587
Q7L5D6,P05231,88.32,86.04,0,-57.64,-54.82,-47.3,-43.57,-33.83,-30.3,-28.47,-28.24,-27.89,-26.86,-53.25333333,-47.432,-37.892
P42773,O43676,92.48,86.46,0,-56.09,-45.29,-42.52,-41.01,-33.76,-31.69,-30.56,-30.43,-30.24,-29.15,-47.96666667,-43.734,-37.074
P53621,P63220,85.08,95.04,0,-67.41,-51.92,-48.39,-47.15,-44.79,-31.67,-30.64,-30.09,-16.11,-15.18,-55.90666667,-51.932,-38.335
O94805,Q15397,91.65,85.37,0,-48.34,-46.6,-44.67,-37.63,-32.6,-28.9,-27.73,-24.54,-13.95,-2.14,-46.53666667,-41.968,-30.71
Q9C0J1,O95149,87.36,83.34,0,-50.29,-49.39,-48.91,-47.37,-40.5,-40.12,-37.76,-37.68,-36.43,-33.93,-49.53,-47.292,-42.238
Q96DW6,P05109,83.47,93.03,0,-66.66,-58.39,-57.31,-56.88,-51.73,-48.8,-48.36,-40.98,-40.58,-40.39,-60.78666667,-58.194,-51.008
Q9BYC9,O95361,91.47,80.54,0,-60.23,-50.94,-50.05,-48.37,-45.88,-42.81,-36.73,-35.51,-32.75,-28.1,-53.74,-51.094,-43.137
P11142,P60174,89.18,96.95,0,-52.85,-48.46,-45.85,-38.91,-32.35,-27.14,-26.84,-25.69,-22.35,-19.36,-49.05333333,-43.684,-33.98
Q14240,Q15269,87.1,86.93,0,-61.46,-55.22,-54.36,-48.77,-38.52,-32.46,-32.44,-27.61,-27.43,-22.67,-57.01333333,-51.666,-40.094
O14775,P17540,93.82,89.93,0,-75.32,-69.87,-61.78,-58.73,-49.37,-42.66,-42.46,-38.75,-35.34,-26.86,-68.99,-63.014,-50.114
Q06323,O96024,90.64,85.41,0,-63.92,-63.21,-50.44,-49.7,-46.39,-41.35,-39.83,-38.66,-21.51,-21.31,-59.19,-54.732,-43.632
P24522,Q9UJX4,80.52,82.34,0,-60.56,-50.67,-47.6,-46.49,-44.92,-44.43,-32.45,-28.83,-25.08,-24.61,-52.94333333,-50.048,-40.564
Q9Y296,Q6YP21,90.89,91.88,0,-53.33,-51.97,-51.74,-49.3,-46.32,-45.3,-31.68,-27.35,-25.97,-15.97,-52.34666667,-50.532,-39.893
P01023,P02768,82.14,92.64,0,-54.48,-42.22,-41.52,-36.18,-32.08,-21.26,-19.62,-18.61,-16.03,-14.47,-46.07333333,-41.296,-29.647
Q13636,Q9Y6V7,90.28,87.31,0,-50.83,-49.53,-47.66,-36.59,-33.36,-31.67,-29.99,-25.86,-22.01,-10.58,-49.34,-43.594,-33.808
O00445,Q15046,84.47,91.15,0,-54.13,-52.34,-45.35,-44.78,-43.04,-40.96,-38.02,-37.3,-31.18,-30.91,-50.60666667,-47.928,-41.801
O43570,Q8NCC3,88.39,93.86,0,-64.99,-61.57,-55.32,-51.76,-51.41,-47.25,-46.67,-43.88,-42.3,-28.76,-60.62666667,-57.01,-49.391
Q96DV4,O95571,83.75,93.23,0,-71.8,-54.36,-53.77,-53.59,-49.71,-49.36,-49.18,-46.79,-45.37,-41.92,-59.97666667,-56.646,-51.585
P46779,P60174,92.37,96.95,0,-57.11,-54.12,-47.48,-42.59,-34.85,-33.62,-32.92,-29.24,-25.68,-9.16,-52.90333333,-47.23,-36.677
P35475,Q6IBS0,95.13,91.26,0,-70.33,-68.1,-65.37,-58.56,-58.26,-53.64,-38.65,-37.64,-31.18,-22.39,-67.93333333,-64.124,-50.412
P15927,P32942,80.68,87.07,0,-63.61,-60.22,-56.68,-55.73,-53.65,-51.64,-46.48,-36.9,-35.38,-28.64,-60.17,-57.978,-48.893
P04406,O43252,98.17,93.56,0,-64.87,-55.53,-51.69,-46.45,-40.62,-40.28,-36.48,-31.71,-24.97,-15.83,-57.36333333,-51.832,-40.843
Q9BYD3,P47914,84.14,82.66,0,-61.86,-46.45,-43.77,-40.37,-36.52,-31.88,-31.82,-28.88,-23.95,-22.76,-50.69333333,-45.794,-36.826
Q13216,Q92598,91.67,85.28,0,-56.33,-54.23,-48.57,-44.07,-33.75,-31.18,-29.45,-22.97,-15.18,-0.82,-53.04333333,-47.39,-33.655
Q0P6H9,O95182,91.72,88.26,0,-65.62,-57,-51.21,-50.78,-48.54,-47,-40.06,-38.9,-37.66,-28.94,-57.94333333,-54.63,-46.571
Q86YJ6,P32121,95.9,84.17,0,-69.88,-65.2,-55.42,-55.38,-55.34,-54.32,-51.88,-50.68,-32.56,-28.16,-63.5,-60.244,-51.882
Q86TW2,Q9BTT6,83.8,85.57,0,-62.7,-54.61,-52.81,-50.66,-41.44,-41.34,-39.22,-38.72,-33.48,-12.49,-56.70666667,-52.444,-42.747
O95166,P47914,94.82,82.66,0,-65.73,-53.94,-48.46,-42.38,-41.66,-40.71,-39.46,-34.44,-25.71,-23.63,-56.04333333,-50.434,-41.612
Q13885,Q13867,92.11,98.1,0,-69.38,-54.4,-44.6,-41.07,-37.21,-36.72,-32.29,-30.26,-19.53,-13.9,-56.12666667,-49.332,-37.936
P59998,Q9UNI6,94.34,85.77,0,-64.42,-63.89,-52.5,-41.76,-40.7,-39.46,-39.31,-32.55,-27.61,-24.18,-60.27,-52.654,-42.638
O75828,P47929,96.6,96.87,0,-53.7,-47.16,-40.74,-37.94,-37.73,-37.66,-32.57,-32.45,-32.15,-27.52,-47.2,-43.454,-37.962
O00445,Q86Y56,84.47,92.97,0,-63.1,-60.12,-53.3,-52.57,-50.12,-47.37,-45.26,-43.75,-41.12,-15.98,-58.84,-55.842,-47.269
Q9BPX7,P62308,89.39,93.42,0,-52.02,-49.71,-40.64,-38.62,-31.07,-29.61,-28.63,-27.25,-14.75,-11.09,-47.45666667,-42.412,-32.339
O14949,P78417,94.27,95.97,0,-65.36,-55.49,-48.72,-43.31,-42.27,-38.74,-38.04,-36.11,-34.83,-27.67,-56.52333333,-51.03,-43.054
O15239,Q9NPA8,97.27,93.86,0,-76.56,-69.29,-64.59,-57.31,-55.4,-54.1,-52.25,-49.12,-44.86,-41.28,-70.14666667,-64.63,-56.476
P60842,Q9BVJ7,87.6,97.65,0,-67.18,-63.6,-57.53,-50.87,-40.5,-35.83,-35.74,-35.6,-30.89,-27.56,-62.77,-55.936,-44.53
P09936,Q00887,93.44,87.49,0,-80.44,-53.16,-49.05,-47.67,-47.03,-42.2,-38.53,-38.43,-36.06,-29.49,-60.88333333,-55.47,-46.206
P14923,O15496,81.11,87.83,0,-71.35,-70.44,-60.19,-52.28,-51.28,-49.37,-42.18,-35.37,-32.37,-30.5,-67.32666667,-61.108,-49.533
Q15819,Q6IBM8,94.97,89.7,0,-59.16,-52.85,-39.03,-38.58,-34.96,-31.91,-28.75,-27.73,-18.72,-17.41,-50.34666667,-44.916,-34.91
P13686,O43292,94.94,87.38,0,-104.07,-70.07,-67.38,-65.88,-59.86,-59.7,-46.13,-43.76,-38.12,-9.1,-80.50666667,-73.452,-56.407
P09104,Q9NWY4,97.14,91.53,0,-42.86,-42.78,-39.82,-38.17,-37.87,-35.71,-35.67,-24.53,-23.09,-18.25,-41.82,-40.3,-33.875
P09467,P60484,94.37,83.97,0,-65.95,-55.42,-53.68,-51.89,-46.23,-44.33,-43.19,-42.57,-41.06,-36.58,-58.35,-54.634,-48.09
